ID,SEX,D.O.B,MONITOR.START.YEAR,MONITOR.START.YR,MONITOR.END.YEAR,MONITOR.END.YR,AGE.START.MONTHS,AGE.CLASS.START,CATEGORY.START,AGE.DEATH.MONTHS,AGE.MONTHS.12,AGE.MONTHS.24,AGE.CLASS.DEATH,CATEGORY.DEATH,FATE,CENSUS.STATUS,AGE.MET.12,AGE.MET.24,MOTHER,LITTER,MOTHER.AGE.LITTER,MOTHER.AGE.CLASS.LITTER,SURVIVED.12,SURVIVED.24
1,MALE,34973,34973,1995,38139,2004,0,CUB,MALE_CUB,104,12,24,ADULT_84,MALE_ADULT_84,MORTALITY,1,0,0,3_4,1,38,ADULT_36_48,1,1
2,FEMALE,34973,34973,1995,41609,2013,0,CUB,FEMALE_CUB,218,12,24,ADULT_84,FEMALE_ADULT_84,MORTALITY,1,0,0,3_4,1,38,ADULT_36_48,1,1
3,NA,35704,35704,1997,35735,1997,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,3_4,2,62,ADULT_60_72,0,0
4,NA,35704,35704,1997,35735,1997,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,3_4,2,62,ADULT_60_72,0,0
5,MALE,35855,35855,1998,35886,1998,0,CUB,MALE_CUB,1,1,1,CUB,MALE_CUB,MORTALITY,1,1,1,3_4,3,67,ADULT_60_72,0,0
6,MALE,36039,36039,1998,39814,2009,0,CUB,MALE_CUB,124,12,24,ADULT_84,MALE_ADULT_84,MORTALITY,1,0,0,3_4,4,73,ADULT_72_84,1,1
7,FEMALE,36039,36039,1998,42005,2015,0,CUB,FEMALE_CUB,196,12,24,ADULT_84,FEMALE_ADULT_84,CENSORED,0,0,0,3_4,4,73,ADULT_72_84,1,1
8,FEMALE,37135,37135,2001,37237,2001,0,CUB,FEMALE_CUB,3,3,3,CUB,FEMALE_CUB,MORTALITY,1,1,1,3_4,5,109,ADULT_84,0,0
9,MALE,37135,37135,2001,37408,2002,0,CUB,MALE_CUB,9,9,9,CUB,MALE_CUB,MORTALITY,1,1,1,3_4,5,109,ADULT_84,0,0
10,NA,37591,37591,2002,37681,2003,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,3_4,6,124,ADULT_84,0,0
11,NA,37591,37591,2002,37681,2003,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,3_4,6,124,ADULT_84,0,0
12,NA,37865,37865,2003,37895,2003,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,3_4,7,133,ADULT_84,0,0
13,NA,37865,37865,2003,37895,2003,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,3_4,7,133,ADULT_84,0,0
14,NA,38018,38018,2004,38078,2004,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,3_4,8,138,ADULT_84,0,0
15,FEMALE,38018,38018,2004,38261,2004,0,CUB,FEMALE_CUB,8,8,8,CUB,FEMALE_CUB,MORTALITY,1,1,1,3_4,8,138,ADULT_84,0,0
16,NA,38322,38322,2004,38353,2005,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,3_4,9,148,ADULT_84,0,0
17,NA,38323,38323,2004,38353,2005,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,3_4,9,148,ADULT_84,0,0
18,NA,38749,38749,2006,38808,2006,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,3_4,10,162,ADULT_84,0,0
19,NA,38749,38749,2006,38808,2006,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,3_4,10,162,ADULT_84,0,0
20,MALE,39114,39114,2007,39479,2008,0,CUB,MALE_CUB,12,12,12,CUB,MALE_CUB,MORTALITY,1,1,1,3_4,11,174,ADULT_84,1,0
21,NA,38018,38018,2004,38078,2004,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Campbell_Koppies,1,52,ADULT_48_60,0,0
22,NA,38018,38018,2004,38078,2004,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Campbell_Koppies,1,52,ADULT_48_60,0,0
23,FEMALE,38261,38261,2004,39448,2008,0,CUB,FEMALE_CUB,39,12,24,ADULT_36_48,FEMALE_ADULT_36_48,MORTALITY,1,0,0,Campbell_Koppies,2,60,ADULT_48_60,1,1
24,FEMALE,38261,38261,2004,42005,2015,0,CUB,FEMALE_CUB,123,12,24,ADULT_84,FEMALE_ADULT_84,CENSORED,0,0,0,Campbell_Koppies,2,60,ADULT_48_60,1,1
25,FEMALE,39264,39264,2007,42005,2015,0,CUB,FEMALE_CUB,90,12,24,ADULT_84,FEMALE_ADULT_84,CENSORED,0,0,0,Campbell_Koppies,3,93,ADULT_84,1,1
26,NA,39845,39845,2009,39904,2009,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Campbell_Koppies,4,112,ADULT_84,0,0
27,NA,39845,39845,2009,40026,2009,0,CUB,NA_CUB,6,6,6,CUB,NA_CUB,MORTALITY,1,1,1,Campbell_Koppies,4,112,ADULT_84,0,0
28,NA,39845,39845,2009,40026,2009,0,CUB,NA_CUB,6,6,6,CUB,NA_CUB,MORTALITY,1,1,1,Campbell_Koppies,4,112,ADULT_84,0,0
29,NA,40118,40118,2009,40330,2010,0,CUB,NA_CUB,7,7,7,CUB,NA_CUB,MORTALITY,1,1,1,Campbell_Koppies,5,121,ADULT_84,0,0
30,NA,40118,40118,2009,40360,2010,0,CUB,NA_CUB,8,8,8,CUB,NA_CUB,MORTALITY,1,1,1,Campbell_Koppies,5,121,ADULT_84,0,0
31,NA,40513,40513,2010,40575,2011,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Campbell_Koppies,6,134,ADULT_84,0,0
32,NA,40513,40513,2010,40575,2011,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Campbell_Koppies,6,134,ADULT_84,0,0
33,NA,40664,40664,2011,40787,2011,0,CUB,NA_CUB,4,4,4,CUB,NA_CUB,MORTALITY,1,1,1,Campbell_Koppies,7,139,ADULT_84,0,0
34,NA,40664,40664,2011,40787,2011,0,CUB,NA_CUB,4,4,4,CUB,NA_CUB,MORTALITY,1,1,1,Campbell_Koppies,7,139,ADULT_84,0,0
35,NA,41334,41334,2013,41365,2013,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Campbell_Koppies,8,161,ADULT_84,0,0
36,FEMALE,37591,37591,2002,37712,2003,0,CUB,FEMALE_CUB,4,4,4,CUB,FEMALE_CUB,MORTALITY,1,1,1,Dudley_Riverbank,1,51,ADULT_48_60,0,0
37,MALE,37591,37591,2002,37865,2003,0,CUB,MALE_CUB,9,9,9,CUB,MALE_CUB,MORTALITY,1,1,1,Dudley_Riverbank,1,51,ADULT_48_60,0,0
38,NA,38322,38322,2004,38412,2005,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Dudley_Riverbank,2,75,ADULT_72_84,0,0
39,NA,38322,38322,2004,38412,2005,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Dudley_Riverbank,2,75,ADULT_72_84,0,0
40,NA,38657,38657,2005,38718,2006,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Dudley_Riverbank,3,86,ADULT_84,0,0
41,NA,38657,38657,2005,38718,2006,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Dudley_Riverbank,3,86,ADULT_84,0,0
42,MALE,38991,38991,2006,42005,2015,0,CUB,MALE_CUB,99,12,24,ADULT_84,MALE_ADULT_84,CENSORED,0,0,0,Dudley_Riverbank,4,97,ADULT_84,1,1
43,MALE,38991,38991,2006,42005,2015,0,CUB,MALE_CUB,99,12,24,ADULT_84,MALE_ADULT_84,CENSORED,0,0,0,Dudley_Riverbank,4,97,ADULT_84,1,1
44,FEMALE,39995,39995,2009,40087,2009,0,CUB,FEMALE_CUB,3,3,3,CUB,FEMALE_CUB,MORTALITY,1,1,1,Dudley_Riverbank,5,130,ADULT_84,0,0
45,MALE,39995,39995,2009,42005,2015,0,CUB,MALE_CUB,66,12,24,ADULT_60_72,MALE_ADULT_60_72,CENSORED,0,0,0,Dudley_Riverbank,5,130,ADULT_84,1,1
46,FEMALE,40969,40969,2012,42005,2015,0,CUB,FEMALE_CUB,34,12,24,SUBADULT,FEMALE_SUBADULT,CENSORED,0,0,0,Dudley_Riverbank,6,163,ADULT_84,1,1
47,NA,40695,40695,2011,40817,2011,0,CUB,NA_CUB,4,4,4,CUB,NA_CUB,MORTALITY,1,1,1,Flockfield,1,86,ADULT_84,0,0
48,MALE,40695,40695,2011,40940,2012,0,CUB,MALE_CUB,8,8,8,CUB,MALE_CUB,CENSORED,0,1,1,Flockfield,1,86,ADULT_84,0,0
49,FEMALE,40179,40179,2010,40575,2011,0,CUB,FEMALE_CUB,13,12,13,JUVENILE,FEMALE_JUVENILE,MORTALITY,1,0,1,Hlabankunzi,1,44,ADULT_36_48,1,0
50,FEMALE,40179,40179,2010,40634,2011,0,CUB,FEMALE_CUB,15,12,15,JUVENILE,FEMALE_JUVENILE,MORTALITY,1,0,1,Hlabankunzi,1,44,ADULT_36_48,1,0
51,NA,40878,40878,2011,40940,2012,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Hlabankunzi,2,67,ADULT_60_72,0,0
52,FEMALE,41153,41153,2012,42005,2015,0,CUB,FEMALE_CUB,28,12,24,SUBADULT,FEMALE_SUBADULT,CENSORED,0,0,0,Hlabankunzi,3,76,ADULT_72_84,1,1
53,NA,41671,41671,2014,41791,2014,0,CUB,NA_CUB,4,4,4,CUB,NA_CUB,MORTALITY,1,1,1,Hlabankunzi,4,93,ADULT_84,0,0
54,NA,41671,41671,2014,41821,2014,0,CUB,NA_CUB,5,5,5,CUB,NA_CUB,MORTALITY,1,1,1,Hlabankunzi,4,93,ADULT_84,0,0
55,NA,41974,41974,2014,42005,2015,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,CENSORED,0,1,1,Hlabankunzi,5,103,ADULT_84,0,0
56,NA,41974,41974,2014,42005,2015,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,CENSORED,0,1,1,Hlabankunzi,5,103,ADULT_84,0,0
57,MALE,40210,40210,2010,40360,2010,0,CUB,MALE_CUB,5,5,5,CUB,MALE_CUB,MORTALITY,1,1,1,Inkanyeni,1,59,ADULT_48_60,0,0
58,MALE,40603,40603,2011,42005,2015,0,CUB,MALE_CUB,46,12,24,ADULT_36_48,MALE_ADULT_36_48,CENSORED,0,0,0,Inkanyeni,2,72,ADULT_60_72,1,1
59,NA,41244,41244,2012,41306,2013,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Inkanyeni,3,93,ADULT_84,0,0
60,FEMALE,41548,41548,2013,42005,2015,0,CUB,FEMALE_CUB,15,12,15,JUVENILE,FEMALE_JUVENILE,CENSORED,0,0,1,Inkanyeni,4,103,ADULT_84,1,0
61,MALE,41548,41548,2013,42005,2015,0,CUB,MALE_CUB,15,12,15,JUVENILE,MALE_JUVENILE,CENSORED,0,0,1,Inkanyeni,4,103,ADULT_84,1,0
62,FEMALE,38078,38078,2004,39203,2007,0,CUB,FEMALE_CUB,37,12,24,ADULT_36_48,FEMALE_ADULT_36_48,CENSORED,0,0,0,Jakkalsdraai,1,53,ADULT_48_60,1,1
63,FEMALE,38078,38078,2004,41334,2013,0,CUB,FEMALE_CUB,107,12,24,ADULT_84,FEMALE_ADULT_84,MORTALITY,1,0,0,Jakkalsdraai,1,53,ADULT_48_60,1,1
64,NA,38869,38869,2006,38899,2006,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Jakkalsdraai,2,79,ADULT_72_84,0,0
65,NA,38869,38869,2006,38899,2006,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Jakkalsdraai,2,79,ADULT_72_84,0,0
66,NA,39083,39083,2007,39114,2007,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Jakkalsdraai,3,86,ADULT_84,0,0
67,NA,39083,39083,2007,39114,2007,0,CUB,NA_CUB,1,1,1,CUB,NA_CUB,MORTALITY,1,1,1,Jakkalsdraai,3,86,ADULT_84,0,0
68,MALE,39783,39783,2008,40452,2010,0,CUB,MALE_CUB,22,12,22,JUVENILE,MALE_JUVENILE,CENSORED,0,0,1,Jakkalsdraai,4,109,ADULT_84,1,0
69,NA,40391,40391,2010,40483,2010,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Jakkalsdraai,5,129,ADULT_84,0,0
70,FEMALE,40725,40725,2011,40848,2011,0,CUB,FEMALE_CUB,4,4,4,CUB,FEMALE_CUB,MORTALITY,1,1,1,Jakkalsdraai,6,140,ADULT_84,0,0
71,FEMALE,40725,40725,2011,41883,2014,0,CUB,FEMALE_CUB,38,12,24,ADULT_36_48,FEMALE_ADULT_36_48,CENSORED,0,0,0,Jakkalsdraai,6,140,ADULT_84,1,1
72,NA,35582,35582,1997,35643,1997,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Kapen,1,45,ADULT_36_48,0,0
73,NA,35582,35582,1997,35643,1997,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Kapen,1,45,ADULT_36_48,0,0
74,NA,35916,35916,1998,35977,1998,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Kapen,2,56,ADULT_48_60,0,0
75,NA,35916,35916,1998,35977,1998,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Kapen,2,56,ADULT_48_60,0,0
76,FEMALE,36465,36465,1999,42005,2015,0,CUB,FEMALE_CUB,182,12,24,ADULT_84,FEMALE_ADULT_84,CENSORED,0,0,0,Kapen,3,74,ADULT_72_84,1,1
77,NA,37196,37196,2001,37316,2002,0,CUB,NA_CUB,4,4,4,CUB,NA_CUB,MORTALITY,1,1,1,Kapen,4,98,ADULT_84,0,0
78,FEMALE,37196,37196,2001,38534,2005,0,CUB,FEMALE_CUB,44,12,24,ADULT_36_48,FEMALE_ADULT_36_48,MORTALITY,1,0,0,Kapen,4,98,ADULT_84,1,1
79,NA,38261,38261,2004,38322,2004,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Kapen,5,133,ADULT_84,0,0
80,NA,38261,38261,2004,38322,2004,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Kapen,5,133,ADULT_84,0,0
81,MALE,38504,38504,2005,42005,2015,0,CUB,MALE_CUB,115,12,24,ADULT_84,MALE_ADULT_84,CENSORED,0,0,0,Kapen,6,141,ADULT_84,1,1
82,NA,39448,39448,2008,39508,2008,0,CUB,NA_CUB,2,2,2,CUB,NA_CUB,MORTALITY,1,1,1,Kapen,7,172,ADULT_84,0,0
83,NA,39448,39448,2008,39600,2008,0,CUB,NA_CUB,5,5,5,CUB,NA_CUB,MORTALITY,1,1,1,Kapen,7,172,ADULT_84,0,0
84,NA,39814,39814,2009,39904,2009,0,CUB,NA_CUB,3,3,3,CUB,NA_CUB,MORTALITY,1,1,1,Kapen,8,184,ADULT_84,0,0
85,FEMALE,39114,39114,2007,41426,2013,0,CUB,FEMALE_CUB,76,12,24,ADULT_72_84,FEMALE_ADULT_72_84,CENSORED,0,0,0,Karula,1,35,SUBADULT,1,1
86,FEMALE,39114,39114,2007,42005,2015,0,CUB,FEMALE_CUB,95,12,24,ADULT_84,FEMALE_ADULT_84,CENSORED,0,0,0,Karula,1,35,SUBADULT,1,1
87,MALE,39753,39753,2008,42005,2015,0,CUB,MALE_CUB,74,12,24,ADULT_72_84,MALE_ADULT_72_84,CENSORED,0,0,0,Karula,2,56,ADULT_48_60,1,1
88,MALE,39753,39753,2008,42005,2015,0,CUB,MALE_CUB,74,12,24,ADULT_72_84,MALE_ADULT_72_84,CENSORED,0,0,0,Karula,2,56,ADULT_48_60,1,1
